code,name,academic_units,exam_schedule,common_information,description,mutually_exclusive,not_available,not_available_all,offered_as_bde,offered_as_ue,prerequisite,department_maintaining,grade_type,not_offered_as_bde_ue_to,not_offered_as_core_to,not_offered_as_pe_to,program_list,level
MT3002,INTRODUCTION TO MARINE INSURANCE,3,2024-11-2613:00-15:00,LEC/STUDIO^LE1^MON^0830-1020^LT7^,Insurance markets. Introduction to the law of marine insurance. Insurance covers. Hull and machinery insurance. Loss of hire insurance. P & I insurance.,MT3203,,,1,1,,MS(CEE),Letter-Graded,,,,,3
MT3003,ORGANISATION OF A SHIP OWNING ENTITY,3,2024-11-2709:00-11:00,LEC/STUDIO^LE1^THU^1230-1420^LT3^,"Pools and joint ventures, legal, strategic, administrative or commercial aspects of shipping. Laws and regulations applicable to ship owning entity. Shipowner and taxes, national and international tax laws and sale taxes. Ship registration and classification. New building of ships and repair contacts. Scrapping of vessels.",MT2203,,,1,1,,MS(CEE),Letter-Graded,,,,,3
MT3004,SHIPPING MANAGEMENT,3,2024-11-2809:00-11:00,LEC/STUDIO^LE1^WED^0930-1120^LT3^,"Fleet and ship management; ship management companies; crew management; technical management; managing ships' husbandry.  Marketing management for the shipping firm:  concepts, functions, and strategy.  Tools for financial analysis of shipping investments.",MT2204,,,1,1,,MS(CEE),Letter-Graded,,,,,3
MT4001,SHIPPING LOGISTICS,3,2024-11-2817:00-19:00,LEC/STUDIO^LE1^MON^1430-1620^LT14^,Key logistics activities. Total cost concept. The supply chain system. Shipping value chain. Just-in-time concept. Risk pooling. Logistical strategic partnerships. Bullwhip effect. Global logistics. Current trends in shipping logistics. Logistics arms of shipping-related companies.,MT4201,"MS(2022), MS-2ndMaj/Spec(ITG)(2022), MS-2ndMaj/Spec(MSB)(2022)",,1,1,,MS(CEE),Letter-Graded,,,,,4
MT4002,ESSENTIALS OF PROJECT MANAGEMENT,3,2024-12-0309:00-11:00,LEC/STUDIO^LE1^TUE^1330-1520^LT3^,"Purposes of Project Management, Project process, selection/estimating. Project organization. Project planning and scheduling. Project control and monitoring. Tools and methodology. Project closure/termination.",MT4202,,,1,1,,MS(CEE),Letter-Graded,,,,,4
MT4101,INTERMODAL TRANSPORTATION,3,2024-11-2209:00-11:00,LEC/STUDIO^LE1^THU^0930-1120^LT7^;TUT^T1^THU^1530-1620^LT7^,,,,,1,1,,,Letter-Graded,,,,,4
PH1011,PHYSICS,3,2024-11-2717:00-19:30,,"1. VECTORS
2. KINEMATICS
3. FORCES AND TORQUES
4. NEWTON'S LAWS OF MOTION
5. IMPULSE AND MOMENTUM
6. WORK AND ENERGY
7. THERMAL PHYSICS
8. ELECTRIC FIELD
9. MAGNETIC FIELD
10. MOTION OF CHARGED PARTICLES AND APPLICATIONS
11. CIRCUITS","CY1305, CY1306, CY1308, IM1091, MS1001, PH1012, PH1104, PH1106, PH114S, PH116S, PH1801, PH1802",,,1,1,,PHY(SPS),Letter-Graded,CHEM(2023-onwards),,,"Aerospace Engineering Year 1, Bioengineering Year 1, Chemical & Biomolecular Engineering Year 1, Chemical & Biomolecular Engineering Year 2",1
PH1012,PHYSICS A,4,2024-11-2717:00-19:30,"LEC/STUDIO^LB^TUE^0830-0950^LKC-LT^Teaching Wk1-8,10-13;LEC/STUDIO^LB^THU^0830-0920^LKC-LT^","1.	VECTORS
2.	KINEMATICS
3.	FORCES AND TORQUES
4.	NEWTON'S LAWS OF MOTION
5.	IMPULSE AND MOMENTUM
6.	WORK AND ENERGY
7.	THERMAL PHYSICS
8.	ELECTRIC FIELD
9.	MAGNETIC FIELD
10.	MOTION OF CHARGED PARTICLES AND APPLICATIONS
11.	CIRCUITS","CY1305, CY1306, CY1308, IM1090, PH1011, PH1101, PH1104, PH1106, PH114S, PH116S, PH1801, PH1802",,,1,1,For students w/o A level Physics(applicable to F/T students),PHY(SPS),Letter-Graded,CHEM(2023-onwards),,,"Aerospace Engineering Year 1, Bioengineering Year 1, Chemical & Biomolecular Engineering Year 1, Chemical & Biomolecular Engineering Year 2",1
PH1104,MECHANICS,3,2024-11-2709:00-11:00,LEC/STUDIO^LE^THU^1230-1320^SPMS-LT2^;LEC/STUDIO^LE^MON^1230-1420^SPMS-LT2^,This course aims to equip you with the basic concepts and problem solving skills in Mechanics. You will develop physical intuition and analytical skills which are important for studying physical systems and solve problems involving mechanical systems. These knowledge and skills lay the foundation for subsequent higher level courses.,"CY1308, PH1011, PH1012, PH1101, PH114S, PH1801",PHY(2004-2012),,1,1,Physics & Maths at A or H2 level or equivalent,PHY(SPS),Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1, Environmental Earth Systems Science (ECO) Year 2",1
PH1105,"OPTICS, VIBRATIONS & WAVES",3,2024-11-2209:00-11:30,LEC/STUDIO^LE^THU^0930-1120^SPMS-LT3^,"This course aims to equip you with basic concepts and problem solving skills in optics and wave phenomena. You will develop physical intuition and basic analytical skills which are important for studying optical rays and wave propagation. Fundamental concepts are emphasized using the framework of phase and wavefronts. These knowledge and skills lay the foundation for subsequent higher level courses in optics, and are also critical in any other wave-related courses such as quantum mechanics and electrodynamics.","EE1002, PH1103","EEE, EEE 1, EEEC, ENG(EEE), PHY(2004-2012)",,1,1,Physics & Maths at A or H2 level or equivalent,PHY(SPS),Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1, Environmental Earth Systems Science (ECO) Year 2",1
PH1107,RELATIVITY & QUANTUM PHYSICS,3,2024-12-0409:00-11:30,LEC/STUDIO^LE^TUE^1430-1620^SPMS-LT1^,"This course aims to equip you with the basic concepts and problem solving skills for analysing objects moving close to the speed of light and particles exhibiting quantum behaviour.  You will develop physical insights and analytical skills which are important for studying relativistic problems and quantum systems. These knowledge and skills lay the foundation for subsequent higher level courses.
Course Content:

1.Foundation (FND):
a.Wave properties
b.Speed of Light
c.Superposition, Diffraction and Interference
d.Atoms and subatomic particles

2.Special Relativity (SR)
a.Frames of Reference and Galilean Transformation
b.Postulates of Special Relativity and Lorentz Transformation
c.Length Contraction and Time Dilation
d.Minkowski?s Space-time diagrams
e.Resolving Paradoxes
f.Relativistic Momentum, Kinetic Energy and Energy

3.Basic Nuclear Physics (BNP)
a.Radioactive particles ( 
b.Nuclear Fission and Fusion 
c.Radioactivity
d.Mass-Energy Equivalence
e.Medical application and Dosage

4.Quantum Physics (QP)
a.Blackbody Radiation
b.Quantization of Physical Quantities
c.Photoelectric Effect
d.Compton Scattering and wavelength
e.Pair Production/Annihilation
f.Double Slit Experiment
g.Davidsson-Germer Experiment
h.Wave-Particle Duality
i.Hydrogen Atom (Bohr?s Model & Atomic Spectra)

5.Basic Quantum Mechanics (BQM)
a.Eigenvalues, Eigenfunctions and Operators
b.Two level systems
c.Schrodinger?s Equation and Wave function
d.Probability (Density)
e.Infinite and Finite Potential Well (Particle in a Box)
f.Quantum Harmonic Oscillator
g.Potential Barrier/Step
h.Expectation Value and Uncertainty
i.Heisenberg?s Uncertainty Principle
j.Commuting Operators
k.Hydrogen Atom
l.Quantum Numbers, Degeneracy","CY1307, PH1101",PHY(2004-2012),,1,1,Physics and Mathematics at A or H2 level or equivalent,PHY(SPS),Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1",1
PH1198,PHYSICS LABORATORY IA,2,,,"This course aims to:

a. build a basic understanding of experimentation, data handling and error treatment. 

b. begin building your basic observational skills and analysis of experimental results.

c. show how experiments further knowledge in physics.",CY1304,,,1,1,Physics at A or H2 level or equivalent.,PHY(SPS),Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1",1
PH2102,ELECTROMAGNETISM,4,2024-12-0413:00-15:30,LEC/STUDIO^LE^FRI^1230-1420^SPMS-LT3^,"By the end of the course, you will be able to understand the fundamental principles of electromagnetism. Through tutorials, you will learn the relevant analytical, computational and mathematical skills such as partial differential equations and the physical concepts behind the equations/solutions. These skills and concepts are the essential for the advanced courses such as electrodynamics and fluid mechanics.",EE3001,"EEE, EEE 1, ENG(EEE)",,1,1,MH1801 & MH2800 & PH1106 OR,PHY(SPS),Letter-Graded,,,,"Physics and Applied Physics Year 2, Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1",2
PH2103,THERMAL PHYSICS,4,2024-12-0209:00-11:30,LEC/STUDIO^LE^MON^1030-1220^SPMS-LT2^;LEC/STUDIO^LE^WED^1230-1320^SPMS-LT2^,"The course aims to equip you with the basic concepts in Thermal Physics.  You will develop physical intuition and analytical skills which are important for studying physical systems and solve problems involving temperature, heat and energy. These knowledge and skills are at the basis of subsequent higher-level courses and are critical in the engineering profession.",,,,1,1,MH2800 & PH1104 OR,PHY(SPS),Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1",2
PH2104,ANALYTICAL MECHANICS,4,2024-11-2809:00-11:00,LEC/STUDIO^LE^TUE^0930-1120^SPMS-LT2^;LEC/STUDIO^LE^MON^0930-1020^SPMS-LT2^,This course aims to equip you with the basic concepts and problem solving skills in Analytical Mechanics.  You will develop physical intuition and analytical skills which are important for studying physical systems and solve problems involving mechanical systems. This knowledge and skills lay the foundation for other physics courses such as quantum mechanics and photonics.,"MA1001, PH2201","PHY(2004-2012), PHY(APHY)(2024-onwards)",,1,1,MH2800 & PH1104 OR,PHY(SPS),Letter-Graded,,,,"Physics And Mathematical Sciences Year 4, Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1",2
PH2198,PHYSICS LABORATORY IIA,2,,,,,,,1,1,,,Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1",2
PH3101,QUANTUM MECHANICS II,4,2024-11-2214:30-17:00,LEC/STUDIO^LE^THU^1030-1220^SPMS-LT2^;LEC/STUDIO^LE^WED^1330-1420^SPMS-LT3^,"Most introductory courses or books in QM start off with special systems (for example infinite square well) and derive its wave function in position representation from the Schrodinger?s equation. Although this approach may be intuitive due to its physical setup, it tends to give the wrong impression that wave functions are fundamental objects in QM. In actual fact, wave functions are just the different representations of the state (ket in Dirac notation) of the system. One can always choose other representations or even not choose a representation.
 
This course aims to unteach wave mechanics and free you of particular representations and work with the formalism directly.  You will explore the logical development of Quantum Mechanics (QM) formalism and develop QM systematically from finite to infinite dimensions in three parts. 
 
Part 1 aims to give a complete and systematic run-down of basic quantum kinematics and quantum dynamics so that you have a working understanding of quantum mechanics for finite-dimensional and infinite dimensional systems. The concept of measurement will also be covered. This provides probabilistic results for experiments.
 
Part 2 aims to discuss symmetry within QM. Rotational symmetry (angular momentum is the generator of rotations) is the main and very important example. The rotational symmetry in Hydrogenic atoms will also be discussed, which will also introduce you to 3D QM.
 
Part 3 adds on to the formalism for systems that cannot be solved exactly. These are real-life QM examples and the standard method to solve these systems is via perturbation for time-independent/dependent and non-degenerate/degenerate systems.",,,,1,1,MH2801 & PH2101 OR,PHY(SPS),Letter-Graded,,,,Physics And Mathematical Sciences Year 4,3
PH3102,CONDENSED MATTER PHYSICS I,4,2024-11-2609:00-11:30,LEC/STUDIO^LE^MON^1530-1720^SPMS-TR+15^;LEC/STUDIO^LE^TUE^1530-1620^SPMS-TR+15^;TUT^T^TUE^1630-1720^SPMS-TR+15^,"This course surveys foundational concepts in solid state systems including the structure of materials as well as the motion and dynamics of electrons in material systems. The course will equip students with an essential conceptual framework to parse fundamental electronic phenomena in crystalline materials, as well as a toolkit of effective models and approximations to perform simple calculations for materials. In particular, the course aims:  

A. To build the basic concepts of structure and properties of crystalline solids and the collective behaviour of electrons and atoms in materials
B. To demonstrate how solid state theory is built up from a variety of experimental data
C. To acquire fundamental and qualitative understanding about different materials.
D. To build analytical skills through problem-solving
E. To provide foundational knowledge for a more advanced treatment of solid state physics",,,(Admyr 2004-2012),1,1,PH1105 & PH2101 & PH2103,PHY(SPS),Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 4, Physics and Applied Physics (PPHY) Year 4",3
PH3103,TECHNOLOGICAL APPLICATIONS OF QUANTUM MECHANICS,3,2024-11-2709:00-11:00,LEC/STUDIO^LE^TUE^1330-1520^SPMS-LT2^,,,,,1,1,,,Letter-Graded,,,,"Physics And Mathematical Sciences Year 4, Physics and Applied Physics (PPHY) Year 4, Physics and Applied Physics (APHY) Year 4",3
PH3199,PHYSICS LAB IIIA,2,,,"This course aims to:

a. build a basic understanding of experimentation in advanced topics of Physics.

b. provide foundation knowledge for experimental physics.

c. build observational skills of physical phenomena.

d. prepare you for project based work in physics.",,,,1,1,PH2198 & PH2199,PHY(SPS),Letter-Graded,,,,,3
PH3301,INTRODUCTION TO BIOIMAGING & BIOSENSING TECHNIQUES,3,2024-11-2617:00-19:00,LEC/STUDIO^LE^WED^1830-2020^SPMS-LT2^Teaching Wk2-13;LEC/STUDIO^LE^WED^1830-2120^SPMS-LT2^Teaching Wk1;TUT^T^WED^2030-2120^SPMS-LT2^Teaching Wk2-13,,,,,1,1,,,Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 4, Chemistry and Biological Chemistry Year 4, Chemistry and Biological Chemistry Year 3",3
PH3403,ASTROPHYSICS & COSMOLOGY,4,2024-11-2613:00-15:30,LEC/STUDIO^LE^MON^1230-1320^SPMS-TR+17^;LEC/STUDIO^LE^TUE^1330-1520^SPMS-TR+17^;TUT^T^MON^1330-1420^SPMS-TR+17^Teaching Wk2-13,"This is a first course in cosmology which covers various astrophysical phenomena and fundamental aspects of standard cosmology. The required background tools such as Special and General Relativity are covered to make the module self-contained. The astrophysics topics covered include properties and structure of stars; stellar evolution and end-stage stellar remnants; binary systems and coalescing binaries which emit gravitational waves; gaseous interstellar medium; and basic properties of galaxies. Then we will expand to the entire universe and discuss about its evolution which is known as cosmology. The topics covered in cosmology include the discussion of the cosmological principle that leads to the derivation of the Friedmann-Robertson-Walker (FRW) metric. Then the kinematics and dynamics of the FRW metric will be discussed and the course closes with the problems in the FRW model and a brief mention of the solutions by postulating an inflationary era during the early evolution of the universe. Throughout this course, you will also appreciate the multi-disciplinary nature of this subject.",,,,1,1,PH1107 & PH2101 & PH2103,PHY(SPS),Letter-Graded,,,,"Physics And Mathematical Sciences Year 4, Physics and Applied Physics (PPHY) Year 4, Physics and Applied Physics (APHY) Year 4",3
PH3409,GEOMETRIC METHODS IN MATHEMATICAL PHYSICS,4,2024-11-2817:00-19:30,LEC/STUDIO^LE^MON^1130-1320^SPMS-LT4^;LEC/STUDIO^LE^WED^1430-1520^SPMS-LT4^;TUT^T^WED^1530-1620^SPMS-LT4^,"This course is an introduction to the mathematical structures which underlie the description of physical systems, with a special emphasis on geometric concepts. You will acquire basic notions on manifolds, differential forms, curvatures, Lie groups, symmetries. You will also learn about the direct use of these concepts for the description of various physical phenomena and for the construction of a geometrically consistent formulation of Lagrangian and Hamiltonian systems. The understanding of such concepts leads to crucial insight into topics ranging from electromagnetism and quantum mechanics to plasmas physics and general relativity. Both the mathematical and intuitive understanding of the introduced objects will be emphasized. This course is relevant for mathematics and physics students interested to later work in areas such as robotics, quantum computing, electromagnetic and acoustic sensing, control and learning. Students who want to pursue ostgraduate degrees in pure or applied mathematics and theoretical physics will find this course relevant.",MH3702,"MACS, MAEO, MATH",,1,1,MH2100 OR,PHY(SPS),Letter-Graded,,,,"Physics And Mathematical Sciences Year 4, Physics and Applied Physics (PPHY) Year 4, Physics and Applied Physics (APHY) Year 4",3
PH3601,FABRICATION OF MICRO-& NANOELECTRONIC DEVICES,4,2024-12-0309:00-11:30,LEC/STUDIO^LE^FRI^1030-1220^SPMS-LT4^;LEC/STUDIO^LE^TUE^1530-1620^SPMS-LT3^;TUT^T^TUE^1630-1720^SPMS-LT3^Teaching Wk2-13,"This course aims to provide comprehensive introduction to student on the fabrication technologies of micro- and nano-structured electronics devices. The fabrication techniques discussed in the course are relevant for micro- and nano-devices in the fields of semiconductor, magnetics, optoelectronics, micro- and nano-electro-mechanical systems (MEMS/NEMS), and biomedical. This course covers essential topics including principles, fabrications and applications. The working principles of each fabrication technique will be explained in detail, and the combination of these techniques as a complete process flow for making different microdevices will be discussed. Specifically, it is also the aim of this course to familiarise student with the semiconductor processing techniques employed in the advanced manufacturing industry so that the student can acquire direct applied knowledge before embarking their engineering career in the semiconductor industry.",,,,1,1,PH2102,PHY(SPS),Letter-Graded,,,,,3
PH3602,PHOTONICS,4,2024-11-2914:30-17:00,LEC/STUDIO^LE^FRI^1530-1720^MAS EC RM1^;LEC/STUDIO^LE^WED^1630-1720^MAS EC RM1^;TUT^T^WED^1530-1620^MAS EC RM1^Teaching Wk2-13,"This course intends to equip you with the fundamental concept and principles of key topics in photonics. You will gain knowledge in the mechanisms of both optoelectronic systems and discrete devices. Based on this knowledge, you will be able to make both predictions and interpretation in important applications such as in optoelectronics and optical communications. In conclusion, after taking this course, your problem-solving skills will be sharpened and you will have the necessary foundation to tackle problems in Photonics research.",,,,1,1,PH2101 & PH2301 OR,PHY(SPS),Letter-Graded,,,,,3
PH4408,NUCLEAR PHYSICS,3,2024-11-2513:00-15:30,"LEC/STUDIO^LE^THU^0930-1020^SPMS-LT5^Teaching Wk1,3,5,7,9,11,13;LEC/STUDIO^LE^MON^1030-1220^SPMS-LT5^;TUT^T^THU^0930-1020^SPMS-LT5^Teaching Wk2,4,6,8,10,12","This course aims to provide a basic understanding of the structure of nuclei and their properties, with a strong focus on linking theory with experimental observations of nuclear behaviour. The course will provide an overview of the basic properties of the nucleus and its structure; introduce the nuclear models developed to explain the properties of the nucleus; aims to quantitatively describe the energy balances and spin/parity selection rules of alpha, beta and gamma decay processes in radioactivity; as well as to familiarize one with the applications of nuclear physics including fusion and fission. This course will thus equip you with the fundamental concepts that will provide you the foundation for advanced studies in nuclear physics and particle physics or prepare you to follow or initiate research in field or to work in industry jobs related to nuclear science and technology.",,,,1,1,PH3101,PHY(SPS),Letter-Graded,,,,"Physics And Mathematical Sciences Year 4, Physics and Applied Physics (PPHY) Year 4, Physics and Applied Physics (APHY) Year 4",4
PH4411,INTRODUCTION TO EXPERIMENTAL PARTICLE PHYSICS,3,,"LEC/STUDIO^LE^SAT^0930-1220^SPMS-LT5^Teaching Wk6;LEC/STUDIO^LE^SAT^1330-1620^SPMS-LT5^Teaching Wk6;LEC/STUDIO^LE^FRI^1730-2020^SPMS-LT5^Teaching Wk6,7;LEC/STUDIO^LE^WED^1730-2020^SPMS-LT5^Teaching Wk6,7;LEC/STUDIO^LE^MON^1730-2020^SPMS-LT5^Teaching Wk6,7;LEC/STUDIO^LE^TUE^1730-2020^SPMS-LT5^Teaching Wk6,7;LEC/STUDIO^LE^THU^1730-2020^SPMS-LT5^Teaching Wk6,7","This course is a survey of particle physics for advanced undergraduate and beginning graduate students. It explores the common roots and tools of the nuclear (medium energy) and particle (high energy) fields. The main objective is to develop an understanding of the Standard Model of quarks, leptons and the fundamental interactions of the universe together with the associated experimental techniques.
Specific topics include an introduction to the fundamental interactions and their mediators, quarks and leptons, symmetries and tests of conservation laws, and indications of physics beyond the Standard Model. The course in particular includes experimental techniques in particle physics, including the physics principles of particle accelerators and particle detectors. The lectures on particle accelerators will include selected topics in the types of accelerators, transverse & longitudinal dynamics, the lattice, magnets, RF and plasma acceleration, as well as electron dynamics & synchrotron radiation. The particle detector lectures will include a presentation of the main properties of particle interactions with matter, which form the basis of all particle detectors. The various types of detectors used in particle physics experiments are discussed in detail, including their sensitivity, detector response, energy, space and time resolution response functions, detector efficiency and dead time, covering devices for position and momentum measurements, particle identification systems, calorimeters and multipurpose systems, as well as the overall design of a particle physics experiment. Current and future experimental challenges will be discussed for modern particle physics experiments, including the data volume and computing challenge, the online collision selection, and the data analyses - taking the Large Hadron Collider (LHC) experiments at CERN as an example.  . 
The application of such accelerators and detectors, for example in the medical and industrial sectors, will be discussed as well.",,,,1,1,Approved by Division of Physics and Applied Physics,PHY(SPS),Letter-Graded,,,,"Physics And Mathematical Sciences Year 4, Physics and Applied Physics (PPHY) Year 4, Physics and Applied Physics (APHY) Year 4",4
PS0001,INTRODUCTION TO COMPUTATIONAL THINKING,3,,,"Computational thinking (CT) is a problem solving process with the aid of computer; i.e. formulating a problem and expressing its solution in such a way that a computer can effectively carry it out. It includes a number of characteristics, such as breaking a problem into small and repetitive ordered steps, logically ordering and analyzing data and creating solutions that can be effectively implemented as algorithms running on computer. As such, computational thinking is essential not only to the Computer Science discipline, it can also be used to support problem solving across all disciplines, including math, science, engineering, business, finance and humanities. 
The aim of this course is hence to take you from having no prior experience of thinking in a computational manner to a point where you can derive simple algorithms and code the programs to solve some basic problems in mathematics and science in general. In addition, the course will include topics to appreciate the internal operations of a processor, and raise awareness of the socio-ethical issues arising from the pervasiveness of computing technology.","BG2211, CE1003, CE1103, CZ1003, CZ1103, MA1008, MS1008, SC1003",,(Admyr 2011-2017),1,1,,SPS,Letter-Graded,,,,"Physics and Applied Physics (APHY) Year 1, Physics and Applied Physics (PPHY) Year 1",10
RE0003,COMMUNICATING AS A 21ST CENTURY ENGINEER,3,,,"`Communicating as a 21st Century Engineer' aims to help students in the Renaissance Engineering Programme to become highly skilled communicators. You will explore in depth how to use language appropriately and effectively, in varied academic and professional contexts, to achieve desired purposes with different audiences. While the course focuses on how to write and present dynamic technical proposals and reports, you will learn important general principles that you can apply to other forms of written and spoken communication. An important aspect of the course is that you will learn how to learn about effective communication on your own. This will involve you learning how to read, analyse and respond critically to a range of texts from engineering and other disciplines.  The course also covers non-verbal aspects of communication, such as the use of graphics, as well as ethical dimensions of academic and professional communication.",,,,1,1,,REP,Letter-Graded,,,,,10
RE0011,WRITING ACROSS THE DISCIPLINES,3,,,"This course has two aims.

The first supports you in thinking, reading and writing critically about concepts found in the various disciplines of the humanities. Writings in the humanities contain abstract concepts that often turn into scientific and technological reality. It is important for you as a scholar to learn how concepts in STEM disciplines have roots that go back to the humanities. It is also relevant for you to understand how scientific and engineering innovations have objectives that promote the quality of life for all members of our human race. You will learn to identify different methodologies and approaches to texts and discuss the rhetoric and reasoning employed in these texts. You will then apply these approaches to the real world of scientific and engineering technologies and events. 

The second aim is to support your communication and presentation of scientific and technical concepts to the lay public. You will learn to explain technical terms in STEM fields in language that the non-scientific public can understand. You will learn to write and present persuasively, so that the lay public will be convinced of the scientific findings and results. This is important for you as a STEM scholar, as you will be facing policy makers and politicians in your career, and you should acquire the skills and techniques of persuasion and rhetoric.","CY0001, SC1301, SP0001",,,1,1,,REP,Letter-Graded,,,,,10
RE1011,MATHEMATICS I,4,2024-11-2909:00-11:30,TUT^T^FRI^0930-1120^NH SR2^Teaching Wk2-13;SEM^S^TUE^1430-1620^NH SR2^,"To equip the student with the subject knowledge, logical reasoning and communication skills required to independently and in teams, apply the concepts and methods of calculus of one or several variables, to engineering or business related problems.",,,,1,1,A-Level H2 Mathematics or equivalent,REP,Letter-Graded,,,,,1
RE1013,MATERIALS & MANUFACTURING,3,2024-12-0313:00-15:30,SEM^S^THU^1330-1620^NH SR2^,"This is an introductory course on materials and manufacturing processes, with a focus on nanoscale materials as well as novel and sustainable materials. The aims of the course are to support students in:
1.	Relating molecular structure of materials to its properties, functions and applications.
2.	Understanding the evolution and rationale behind processing methods to produce novel and sustainable materials.",RE1006,,,1,1,,REP,Letter-Graded,,,,,1
RE1014,ELECTRONIC & INFORMATION ENGINEERING,3,2024-12-0513:00-15:30,SEM^S^WED^0930-1220^NH SR2^,"This course is related to electrical and electronic engineering. It introduces basic concepts on circuit analysis, analog electronics and digital electronics. After completing this course, students are equipped with necessary basic knowledge to study more in-depth concepts on electrical and electronic engineering.",RE1002,,,1,1,,REP,Letter-Graded,,,,,1
RE1015,BIO- & CHEMICAL ENGINEERING FUNDAMENTALS & APPLICATIONS,3,,TUT^T^WED^1630-1720^NH SR2^;LAB^LA^FRI^1330-1720^TBA^Teaching Wk3;SEM^S^WED^1430-1620^NH SR2^,"This course is designed to introduce key concepts of bioengineering and chemical engineering to students, and to provide students with a comprehensive yet concise overview of the topic. It is divided into 3 parts: bioengineering, chemical engineering and their impact and applications. 

Bioengineering is designed for individuals to build a solid foundational understanding of biology and develop a keen interest in the integration of various disciplines within bioengineering, including biomolecular engineering. This course covers the broad scope of bioengineering, which encompasses not only biomolecular engineering but also other aspects such as biomedical engineering and the application of modern technologies. Students will gain a comprehensive overview of the principles and practices at the interface of life sciences, biotechnology, and engineering. 

Chemical Engineering introduces the students to the roles of chemical engineering in our everyday life with an emphasis on its role in enabling sustainable energy solutions. The students will be introduced to the key concepts of chemical engineering, i.e. (1) material balance in chemical processes and (2) chemical reaction engineering. The students will also learn how advances in artificial intelligence and data science will enable chemical engineers to decarbonize the chemical industry.",RE1004,,,1,1,,REP,Letter-Graded,,,,,1
RE1101,FUNDAMENTALS OF MANAGEMENT,3,,,"This course provides an introduction to the fundamental principles of management. The frameworks, concepts and theories covered in the course explain how they can be used to deal with the diversity of issues faced in the management of organisations that have been transformed by social, technological, and environmental changes. How management goes about in its key tasks of managing strategy, structures, and systems is examined in this course.",RE8003,,,1,1,Only offered to Renaissance Engineering students,REP,Letter-Graded,,,,,1
RE1401,FINANCIAL MANAGEMENT,3,,"SEM^S^THU^0930-1220^NH SR2^Teaching Wk1-10,12,13;SEM^S^WED^0930-1220^ABS-SR8^Teaching Wk11","The objective of this course is to provide students with a broad understanding of the key financial principles, concepts and analytical tools. This is an introductory course in finance. Topics include the time value of money, interest rates, bond and stock valuation, capital budgeting, risk and return, cost of capital, market efficiency, corporate financing and payout policy, and an introduction to options.",,,,1,1,Only offered to Renaissance Engineering students,REP,Letter-Graded,,,,"Renaissance Engineering (ASEN) Year 4, Renaissance Engineering (CSC) Year 4, Renaissance Engineering (BIE) Year 4, Renaissance Engineering (CE) Year 4, Renaissance Engineering (ENE) Year 4, Renaissance Engineering (MAT) Year 4, Renaissance Engineering (CBE) Year 4, Renaissance Engineering (EEE) Year 4, Renaissance Engineering (ME) Year 4, Renaissance Engineering (CVEN) Year 4",1
RE2011,RENAISSANCE DESIGN I,4,,SEM^S^THU^1030-1220^RPR SR1^;SEM^S^FRI^1430-1620^RPR SR1^,"This course is the first of two parts to an integrated engineering innovate-and-design curriculum which aims to introduce a systematic engineering design process to students and provide a design project experience to develop your design skills.  The course therefore aims to provide you with an understanding of customer needs, product/design specifications, design concept generation, various design methodologies, aesthetics and industrial design, visual/graphic communication for promoting their designs, and the application of computer-aided tools to the design/evaluation/manufacturing process of products/systems.",,,,1,1,,REP,Letter-Graded,,,,,2
RE6015,"ENTREPRENEURSHIP, STRATEGY & INNOVATION: REAL WORLD APPLCNS",6,,SEM^S^THU^0930-1220^NH SR1^;SEM^S^THU^1430-1720^NH SR1^,"This course aims to enable students to learn concepts related to entrepreneurship, innovation and strategy, with a focus on applying the concepts in the real world setting. Students will be exposed to startup companies in various stages of the entrepreneurship process (starting, running and growing a business) and through hands-on projects, students will understand the challenges facing entrepreneurs at different stages of their life cycle. They will be working with start-ups and companies in this module and be able to experience first-hand real life business instances, develop multiple skills and acquire knowledge on concepts related	to entrepreneurship, strategy	and	innovation management.	Students will	be systematically exposed to several cutting-edge technologies, such as AI/Big Data, CleanTech, FinTech, MedTech, and Emerging New Technologies, so that they can have a much better understanding in the innovation ecosystems around the world and in this region. Students will work in small groups of around 5 students, supervised by industry mentors.
In this module, students will be able to interact with different players in the start-up ecosystem and be able to seek their views and advice on the entrepreneurship process in Singapore. They will learn to avoid the mistakes made by these start-ups and hone their strategies and deliver feasible and implementable solutions. Finally, they will develop a full business plan for a proposed startup from each group, which will be judged by a panel of experienced industry experts, including CEOs of startups, VCs and Angels.",,,,1,1,Opened only to REP students.,REP,Letter-Graded,,,,,10
